Pharmacy_Name,Area,Medicine_Name,Medicine_Category,Stock_Quantity,Reorder_Level,Daily_Usage,Demand_Level,Delivery_Time_Days,Season,Disease_Outbreak,Date,Availability,Contact_Number,Opening_Hour,Closing_Hour,Home_Delivery,Delivery_Time_Minutes,Pharmacy_Type,Last_Updated
Wellness,Dadar,Metformin,Diabetes,10,40,7,Low,6,Rainy,No,2025-08-31,Low Stock,9344198135,9,22,Yes,21,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Dolo,Painkiller,42,40,13,Medium,3,Summer,No,2025-03-25,Available,9916105519,9,23,Yes,11,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Amoxicillin,Antibiotic,43,31,10,Medium,5,Rainy,Yes,2025-08-22,Available,9700488321,8,23,Yes,56,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Crocin,Painkiller,55,47,19,High,6,Rainy,Yes,2025-06-21,Available,9211630846,10,23,Yes,59,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Metformin,Diabetes,24,41,12,Medium,4,Summer,No,2025-10-05,Low Stock,9814910785,8,22,No,42,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Insulin,Diabetes,58,33,15,Medium,4,Rainy,No,2025-07-01,Available,9836876634,10,23,No,46,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Azithromycin,Antibiotic,39,30,6,Low,3,Summer,No,2025-09-29,Available,9322264721,10,23,No,45,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,22,34,5,Low,3,Summer,No,2025-10-05,Low Stock,9939925167,9,22,Yes,36,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Azithromycin,Antibiotic,44,21,24,High,4,Winter,Yes,2025-01-18,Available,9160770018,9,21,No,36,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Azithromycin,Antibiotic,28,42,9,Medium,3,Winter,No,2025-12-18,Low Stock,9784009290,9,21,Yes,37,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Dolo,Painkiller,4,47,5,Low,5,Rainy,No,2025-08-11,Low Stock,9314774296,8,23,Yes,52,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Metformin,Diabetes,66,48,22,High,4,Winter,Yes,2026-01-01,Available,9698779545,9,22,Yes,43,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Cetrizine,Allergy,14,48,12,Medium,6,Summer,No,2025-03-06,Low Stock,9536470283,9,22,Yes,19,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Cetrizine,Allergy,71,48,9,Medium,2,Summer,No,2025-03-06,Available,9356313039,10,21,No,12,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Insulin,Diabetes,47,33,17,High,6,Winter,Yes,2025-11-30,Available,9104985108,9,23,Yes,56,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Crocin,Painkiller,6,21,22,High,6,Winter,Yes,2025-12-01,Low Stock,9903548879,8,22,No,33,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Crocin,Painkiller,23,43,8,Low,4,Summer,No,2025-04-05,Low Stock,9411380656,10,22,Yes,18,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Crocin,Painkiller,56,31,12,Medium,2,Winter,No,2025-12-17,Available,9423613484,10,23,No,41,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Metformin,Diabetes,18,28,21,High,2,Winter,Yes,2025-12-13,Low Stock,9841503000,10,22,Yes,30,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Azithromycin,Antibiotic,1,43,7,Low,4,Summer,No,2025-09-06,Low Stock,9142197614,8,23,No,28,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Paracetamol,Painkiller,55,33,14,Medium,5,Rainy,No,2025-07-10,Available,9270176597,10,23,Yes,47,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,ORS,Hydration,51,34,5,Low,3,Summer,No,2025-05-10,Available,9828250212,10,22,No,30,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Amoxicillin,Antibiotic,77,38,14,Medium,6,Rainy,Yes,2025-08-11,Available,9344115857,10,22,Yes,43,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Cetrizine,Allergy,5,28,7,Low,4,Summer,No,2025-10-24,Low Stock,9324477664,9,21,No,37,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Dolo,Painkiller,78,42,5,Low,5,Summer,No,2025-10-29,Available,9572065314,8,21,No,23,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Azithromycin,Antibiotic,29,47,5,Low,4,Summer,No,2025-10-03,Low Stock,9590017390,10,21,No,49,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,Amoxicillin,Antibiotic,73,49,12,Medium,5,Summer,No,2025-09-12,Available,9299709231,9,22,No,40,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Azithromycin,Antibiotic,36,22,15,Medium,4,Rainy,Yes,2025-07-18,Available,9870432566,10,21,Yes,26,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,ORS,Hydration,80,47,9,Medium,5,Summer,No,2025-03-04,Available,9507799916,8,23,No,12,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Crocin,Painkiller,59,25,8,Low,6,Winter,No,2025-11-18,Available,9242433079,8,22,No,32,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,ORS,Hydration,60,36,9,Medium,3,Summer,No,2025-02-08,Available,9864124257,8,21,Yes,39,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Vitamin D,Supplement,43,25,7,Low,2,Summer,No,2025-03-24,Available,9972918867,9,21,Yes,25,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Cetrizine,Allergy,20,40,13,Medium,3,Winter,No,2025-12-18,Low Stock,9918003007,10,21,Yes,46,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Insulin,Diabetes,15,50,10,Medium,2,Winter,No,2025-01-09,Low Stock,9659874223,10,22,Yes,39,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Dolo,Painkiller,30,24,17,High,5,Winter,Yes,2025-11-15,Available,9864184759,8,22,Yes,38,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Vitamin D,Supplement,21,43,6,Low,4,Summer,No,2025-10-08,Low Stock,9519276581,10,23,No,48,24x7,2026-04-26 08:22:08.464303
